RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   82   90     1     0  con    1  4.2D-01  7.1D-02  1.537D-06  1.644D-06
   83   91     1     0  con    0  1.0D+00  4.1D-02  1.682D-06  1.639D-06
   84   93     1     0  con    1  2.8D-01  9.2D-02  2.515D-06  1.635D-06
   85   94     1     0  con    0  1.0D+00  9.3D-02  1.001D-06  1.630D-06
   86   95     1     0  con    0  1.0D+00  4.6D-02  5.157D-07  1.627D-06
   87   97     1     0  con    1  3.2D-01  7.1D-02  1.561D-06  1.625D-06
   88   98     1     0  con    0  1.0D+00  1.0D-01  1.761D-06  1.622D-06
   89  100     1     0  con    1  9.9D-02  1.6D-02  2.816D-06  1.622D-06
   90  101     1     0  con    0  1.0D+00  6.1D-02  4.702D-07  1.618D-06
   91  103     1     0  con    1  4.3D-01  7.9D-02  1.242D-06  1.616D-06
   92  104     1     0  con    0  1.0D+00  6.9D-02  1.316D-06  1.615D-06
   93  106     1     0  con    1  1.6D-01  5.4D-02  2.777D-06  1.613D-06
   94  107     1     0  con    0  1.0D+00  9.5D-02  6.207D-07  1.608D-06
   95  109     1     0  con    1  4.5D-01  6.5D-02  9.645D-07  1.606D-06
   96  111     1     0  con    1  5.1D-01  6.6D-02  1.999D-06  1.605D-06
   97  112     1     0  con    0  1.0D+00  2.2D-02  9.140D-07  1.604D-06
   98  113     1     0  con    0  1.0D+00  1.0D-01  8.318D-07  1.602D-06
   99  115     1     0  con    1  1.6D-01  1.1D-01  4.363D-06  1.597D-06
  100  116     1     0  con    0  1.0D+00  1.5D-01  1.373D-06  1.590D-06
  101  118     1     0  con    1  3.3D-01  8.1D-02  2.913D-06  1.587D-06
  102  119     1     0  con    0  1.0D+00  5.6D-02  2.658D-07  1.584D-06
  103  121     1     0  con    1  4.5D-01  1.2D-01  3.031D-06  1.582D-06
  104  122     1     0  con    0  1.0D+00  1.3D-01  3.645D-06  1.579D-06
  105  123     1     0  con    0  1.0D+00  1.8D-01  1.370D-06  1.574D-06
  106  125     1     0  con    1  2.6D-01  1.0D-01  3.560D-06  1.573D-06
  107  126     1     0  con    0  1.0D+00  2.5D-01  4.238D-06  1.570D-06
  108  128     1     0  con    1  4.8D-01  1.4D-01  3.839D-06  1.568D-06
  109  130     1     0  con    1  4.8D-01  8.6D-02  2.181D-06  1.566D-06
  110  132     1     0  con    1  5.1D-01  2.2D-01  1.780D-06  1.564D-06
  111  134     1     0  con    1  4.3D-01  1.2D-01  3.997D-06  1.563D-06
  112  135     1     0  con    0  1.0D+00  1.2D-01  3.452D-06  1.562D-06
  113  136     1     0  con    0  1.0D+00  2.1D-01  1.630D-06  1.560D-06
  114  138     1     0  con    1  4.5D-01  1.3D-01  2.988D-06  1.560D-06
  115  139     1     0  con    0  1.0D+00  3.3D-01  2.653D-06  1.558D-06
  116  140     1     0  con    0  1.0D+00  1.3D-01  4.028D-07  1.558D-06
  117  141     1     0  con    0  1.0D+00  2.1D-01  4.225D-06  1.557D-06
  118  142     1     0  con    0  1.0D+00  9.4D-03  6.145D-07  1.557D-06
  119  143     1     0  con    0  1.0D+00  9.5D-02  1.114D-06  1.557D-06
  120  144     1     0  con    0  1.0D+00  3.3D-01  4.917D-06  1.556D-06
  121  145     1     0  con    0  1.0D+00  4.8D-02  5.824D-07  1.556D-06
  122  146     1     0  con    0  1.0D+00  9.9D-02  3.240D-07  1.556D-06
  123  148     1     0  con    1  5.3D-01  2.0D-01  2.352D-06  1.555D-06
  124  149     1     0  con    0  1.0D+00  8.5D-02  1.223D-06  1.555D-06
  125  150     1     0  con    0  1.0D+00  1.2D-01  9.911D-07  1.555D-06
  126  151     1     0  con    0  1.0D+00  8.8D-02  1.297D-06  1.555D-06
  127  153     1     0  con    1  4.5D-01  7.0D-02  3.648D-07  1.554D-06
  128  154     1     0  con    0  1.0D+00  8.4D-03  3.024D-07  1.554D-06
  129  155     1     0  con    0  1.0D+00  1.4D-01  1.079D-06  1.554D-06
  130  156     1     0  con    0  1.0D+00  2.9D-01  2.712D-06  1.554D-06
  131  158     1     0  con    1  4.9D-01  2.5D-02  6.774D-07  1.554D-06
  132  159     1     0  con    0  1.0D+00  6.8D-02  6.363D-07  1.554D-06
  133  161     1     0  con    1  3.0D-01  1.4D-01  1.448D-06  1.553D-06
  134  162     1     0  con    0  1.0D+00  7.9D-02  1.174D-06  1.553D-06
  135  163     1     0  con    0  1.0D+00  3.3D-01  2.679D-06  1.553D-06
  136  164     1     0  con    0  1.0D+00  1.9D-01  1.639D-06  1.553D-06
  137  166     1     0  con    1  4.6D-01  1.8D-01  6.435D-07  1.553D-06
  138  167     1     0  con    0  1.0D+00  1.4D-01  2.130D-06  1.553D-06
  139  168     1     0  con    0  1.0D+00  3.7D-02  4.129D-07  1.553D-06
  140  169     1     0  con    0  1.0D+00  8.8D-02  7.937D-07  1.553D-06
  141  170     1     0  con    0  1.0D+00  2.6D-01  2.477D-06  1.553D-06
  142  171     1     0  con    0  1.0D+00  4.5D-02  4.611D-07  1.553D-06
  143  172     1     0  con    0  1.0D+00  9.2D-02  3.276D-07  1.553D-06
  144  174     1     0  con    1  3.9D-01  1.9D-01  1.110D-06  1.553D-06
  145  175     1     0  con    0  1.0D+00  2.1D-01  1.729D-06  1.553D-06
  146  176     1     0  con    0  1.0D+00  8.9D-02  8.014D-08  1.553D-06
  147  177     1     0  con    0  1.0D+00  2.3D-01  1.199D-06  1.553D-06
  148  178     1     0  con    0  1.0D+00  4.8D-02  5.670D-07  1.553D-06
  149  179     1     0  con    0  1.0D+00  2.1D-01  1.234D-06  1.552D-06
  150  180     1     0  con    0  1.0D+00  1.1D-01  2.168D-08  1.552D-06
  151  182     1     0  con    1  5.2D-01  1.6D-01  6.726D-07  1.552D-06
  152  183     1     0  con    0  1.0D+00  1.3D-01  7.939D-07  1.552D-06
  153  184     1     0  con    0  1.0D+00  7.4D-02  1.510D-07  1.552D-06
  154  185     1     0  con    0  1.0D+00  1.6D-01  5.915D-07  1.552D-06
  155  186     1     0  con    0  1.0D+00  1.3D-02  1.543D-07  1.552D-06
  156  187     1     0  con    0  1.0D+00  6.8D-02  8.955D-08  1.552D-06
  157  188     1     0  con    0  1.0D+00  1.4D-01  2.309D-07  1.552D-06
  158  189     1     0  con    0  1.0D+00  1.4D-01  2.318D-07  1.552D-06
  159  190     1     0  con    0  1.0D+00  1.6D-01  6.225D-07  1.552D-06
  160  192     1     0  con    1  2.9D-01  1.1D-02  1.734D-07  1.552D-06
  161  193     1     0  con    0  1.0D+00  1.5D-01  3.442D-07  1.552D-06
  162  194     1     0  con    0  1.0D+00  3.9D-02  1.833D-07  1.552D-06
  163  195     1     0  con    0  1.0D+00  4.6D-02  8.706D-08  1.552D-06
  164  196     1     0  con    0  1.0D+00  1.1D-01  2.013D-08  1.552D-06
  165  197     1     0  con    0  1.0D+00  1.5D-01  3.129D-07  1.552D-06
  166  200     1     0  con    2  7.4D-02  1.1D-01  1.995D-07  1.552D-06
  167  201     1     0  con    0  1.0D+00  2.1D-01  8.684D-07  1.552D-06
  168  202     1     0  con    0  1.0D+00  5.3D-02  2.092D-07  1.552D-06
  169  203     1     0  con    0  1.0D+00  1.6D-01  4.048D-07  1.552D-06
  170  204     1     0  con    0  1.0D+00  6.8D-03  3.991D-08  1.552D-06
  171  205     1     0  con    0  1.0D+00  7.1D-02  2.454D-07  1.552D-06
  172  206     1     0  con    0  1.0D+00  1.4D-01  4.284D-08  1.552D-06
  173  207     1     0  con    0  1.0D+00  1.2D-02  3.260D-07  1.552D-06
  174  208     1     0  con    0  1.0D+00  1.8D-02  2.899D-07  1.552D-06
  175  209     1     0  con    0  1.0D+00  2.1D-02  2.565D-07  1.552D-06
  176  210     1     0  con    0  1.0D+00  1.5D-01  8.129D-07  1.552D-06
  177  211     1     0  con    0  1.0D+00  2.2D-01  9.344D-08  1.552D-06
  178  214     1     0  con    2  4.7D-02  1.1D-01  6.284D-07  1.552D-06
  179  215     1     0  con    0  1.0D+00  5.3D-02  8.687D-07  1.552D-06
  180  216     1     0  con    0  1.0D+00  7.4D-03  5.892D-07  1.552D-06
  181  217     1     0  con    0  1.0D+00  8.6D-02  7.010D-07  1.552D-06
  182  218     1     0  con    0  1.0D+00  6.1D-02  8.672D-07  1.552D-06
  183  219     1     0  con    0  1.0D+00  3.1D-03  3.442D-07  1.552D-06
  184  220     1     0  con    0  1.0D+00  1.6D-01  5.480D-07  1.552D-06
  185  221     1     0  con    0  1.0D+00  1.4D-01  6.274D-07  1.552D-06
  186  222     1     0  con    0  1.0D+00  3.6D-02  1.733D-06  1.552D-06
  187  223     1     0  con    0  1.0D+00  3.9D-01  1.244D-06  1.552D-06
  188  224     1     0  con    0  1.0D+00  6.9D-02  1.533D-07  1.552D-06
  189  225     1     0  con    0  1.0D+00  3.4D-01  1.219D-06  1.552D-06
  190  226     1     0  con    0  1.0D+00  1.7D-01  1.014D-06  1.552D-06
  191  227     1     0  con    0  1.0D+00  4.6D-01  5.873D-07  1.552D-06
  192  229     1     0  con    1  1.1D-01  1.9D-01  1.969D-06  1.552D-06
  193  230     1     0  con    0  1.0D+00  2.6D-01  1.473D-06  1.551D-06
  194  231     1     0  con    0  1.0D+00  1.7D-01  1.310D-06  1.551D-06
  195  233     1     0  con    1  3.2D-01  2.4D-01  4.509D-07  1.551D-06
  196  234     1     0  con    0  1.0D+00  2.7D-01  1.689D-06  1.551D-06
  197  235     1     0  con    0  1.0D+00  7.3D-02  6.388D-07  1.551D-06
  198  236     1     0  con    0  1.0D+00  1.3D-01  4.095D-07  1.551D-06
  199  238     1     0  con    1  5.1D-01  1.8D-02  1.058D-06  1.551D-06
  200  239     1     0  con    0  1.0D+00  1.7D-02  1.326D-06  1.551D-06
  201  240     1     0  con    0  1.0D+00  9.9D-02  1.980D-06  1.550D-06
  202  241     1     0  con    0  1.0D+00  2.0D-01  1.186D-06  1.550D-06
  203  243     1     0  con    1  2.7D-01  2.4D-01  1.160D-06  1.550D-06
  204  245     1     0  con    1  3.8D-01  1.9D-01  3.628D-06  1.550D-06
  205  246     1     0  con    0  1.0D+00  8.8D-02  3.231D-06  1.549D-06
  206  248     1     0  con    1  2.5D-01  2.6D-01  5.314D-06  1.549D-06
  207  249     1     0  con    0  1.0D+00  9.8D-02  2.483D-06  1.549D-06
  208  250     1     0  con    0  1.0D+00  2.5D-01  2.173D-06  1.548D-06
  209  251     1     0  con    0  1.0D+00  1.1D-01  2.700D-06  1.548D-06
  210  252     1     0  con    0  1.0D+00  1.5D-01  1.056D-06  1.548D-06
  211  253     1     0  con    0  1.0D+00  1.6D-01  2.112D-06  1.548D-06
  212  254     1     0  con    0  1.0D+00  4.4D-01  4.516D-06  1.548D-06
  213  255     1     0  con    0  1.0D+00  1.4D-01  7.893D-07  1.548D-06
  214  257     1     0  con    1  5.0D-01  3.0D-01  2.570D-06  1.547D-06
  215  259     1     0  con    1  5.1D-01  2.9D-01  3.899D-06  1.547D-06
  216  260     1     0  con    0  1.0D+00  2.3D-01  3.843D-07  1.547D-06
  217  262     1     0  con    1  5.3D-01  2.7D-01  3.325D-06  1.547D-06
  218  263     1     0  con    0  1.0D+00  2.4D-01  3.462D-06  1.547D-06
  219  265     1     0  bnd    1  4.0D-01  2.6D-01  5.318D-06  1.546D-06
  220  266     1     0  con    0  1.0D+00  1.4D-01  2.614D-06  1.546D-06
  221  268     1     0  bnd    1  8.1D-02  2.1D-02  5.209D-07  1.546D-06
  222  270     1     0  bnd    1  1.3D-02  3.2D-03  8.652D-07  1.546D-06
  223  272     1     0  bnd    1  1.3D-03  3.2D-04  8.980D-07  1.546D-06
  224  274     1     0  bnd    1  1.3D-04  3.0D-05  9.011D-07  1.546D-06
  225  276     1     0  bnd    1  8.1D-05  1.9D-05  9.031D-07  1.546D-06
  226  278     1     0  bnd    1  5.7D-04  1.3D-04  9.166D-07  1.546D-06
  227  279     1     0  con    0  1.0D+00  2.3D-01  1.416D-06  1.546D-06
  228  280     1     0  bnd    0  1.0D+00  7.9D-04  7.070D-07  1.546D-06
  229  281     1     1  con    0  1.0D+00  9.1D-04  6.991D-08  1.546D-06
  230  282     1     1  con    0  1.0D+00  2.9D-03  2.311D-07  1.546D-06
  231  283     1     1  con    0  1.0D+00  1.4D-02  2.593D-07  1.546D-06
  232  284     1     1  con    0  1.0D+00  1.5D-03  1.046D-07  1.546D-06
  233  285     1     1  con    0  1.0D+00  7.3D-03  7.872D-07  1.546D-06
  234  287     1     0  bnd    1  1.5D-02  1.2D-03  1.348D-07  1.546D-06
  235  288     1     1  con    0  1.0D+00  2.0D-03  8.812D-08  1.546D-06
  236  289     1     1  con    0  1.0D+00  3.7D-04  5.175D-08  1.546D-06
  237  290     1     1  con    0  1.0D+00  2.1D-04  4.520D-08  1.546D-06
  238  291     1     1  con    0  1.0D+00  1.1D-03  2.631D-08  1.546D-06
  239  292     1     1  con    0  1.0D+00  3.0D-03  2.364D-08  1.546D-06
  240  294     1     1  con    1  1.6D-01  3.3D-03  3.369D-08  1.546D-06
  241  295     1     1  con    0  1.0D+00  6.1D-03  2.676D-08  1.546D-06
  242  297     1     1  con    1  2.7D-01  9.3D-03  1.155D-08  1.546D-06
  243  298     1     1  con    0  1.0D+00  3.3D-02  1.761D-08  1.546D-06
  244  300     1     1  con    1  1.5D-01  6.9D-04  1.817D-08  1.546D-06
  245  302     1     1  con    1  4.1D-01  4.4D-03  2.598D-07  1.546D-06
  246  303     1     1  con    0  1.0D+00  9.3D-03  4.052D-08  1.546D-06
  247  304     1     1  con    0  1.0D+00  1.1D-03  6.551D-10  1.546D-06
  248  305     1     1  con    0  1.0D+00  8.3D-06  7.473D-10  1.546D-06
  249  306     1     1  con    0  1.0D+00  3.3D-05  9.805D-12  1.546D-06
  250  307     1     1  con    0  1.0D+00  2.2D-07  8.016D-13  1.546D-06

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.751D-03  2.322D-03
    1    2     1     0  ---    0  1.0D+00  2.8D-03  1.746D-03  2.314D-03
    2    3     1     0  con    0  1.0D+00  1.6D+00  1.462D-04  7.480D-05
    3    4     1     0  con    0  1.0D+00  1.1D-01  8.336D-05  6.542D-05
    4    6     1     0  con    1  5.0D+00  1.9D-01  7.455D-05  5.117D-05
    5    7     1     0  con    0  1.0D+00  5.4D-01  1.472D-04  2.454D-05
    6    8     1     0  con    0  1.0D+00  6.9D-01  1.161D-04  7.898D-06
    7    9     1     0  con    0  1.0D+00  2.7D-01  5.189D-05  6.777D-06
    8   10     1     0  con    0  1.0D+00  1.7D-01  1.135D-05  3.637D-06
    9   11     1     0  con    0  1.0D+00  1.9D-02  1.050D-05  3.423D-06
   10   12     1     0  con    0  1.0D+00  7.3D-02  1.811D-05  2.884D-06
   11   13     1     0  con    0  1.0D+00  5.5D-02  1.504D-05  2.630D-06
   12   14     1     0  con    0  1.0D+00  4.0D-02  1.138D-06  2.524D-06
   13   15     1     0  con    0  1.0D+00  2.0D-03  9.559D-08  2.523D-06
   14   16     1     0  con    0  1.0D+00  4.2D-04  2.716D-09  2.523D-06
   15   17     1     0  con    0  1.0D+00  4.6D-05  2.252D-09  2.523D-06
   16   19     1     0  con    1  2.2D-01  1.6D-06  9.291D-10  2.523D-06
   17   20     1     0  con    0  1.0D+00  1.9D-06  5.002D-11  2.523D-06
   18   21     1     0  con    0  1.0D+00  1.0D-07  5.594D-12  2.523D-06

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

